id_processo,numero_processo,polo_ativo,polo_passivo,tipo_processo,area_juridica,valor_causa,custo_total,honorarios_advogado,provisao_risco,fase_atual,status_processo,data_abertura,data_ultima_movimentacao,data_encerramento,tempo_tramitacao_dias,decisao_final,responsavel,escritorio_responsavel,tribunal_responsavel,comarca,instancia,uf_processo,descricao_processo,movimentacoes
1034,61374-23.1990.8.69.6248,Maria Luísa Pinto,Santos e Filhos,Revisão Contratual,Direito Tributário,27043.28,757.59,0.0,10990.93,Contestação,Ativo,2022-10-26,2024-05-23,,,,Julia Aparecida,Martins Garcia Ltda. Advogados,TRT3,Ribeirão Preto,2ª Instância,PA,Quam id a quae enim. Porro ratione consectetur corporis maxime.,"['2023-01-14: Quod quos voluptate commodi fugiat non.', '2023-01-31: Sequi a voluptatibus rem ipsum.', '2023-03-02: Debitis iusto blanditiis maiores autem facere aperiam.', '2023-03-20: Eligendi repellat mollitia maiores iste incidunt autem tenetur dignissimos vitae.', '2023-05-02: Illum cupiditate laboriosam voluptatum distinctio.', '2023-07-11: Exercitationem molestias reprehenderit omnis fugiat impedit possimus beatae adipisci.', '2023-07-26: Commodi cum eos ut nostrum.']"
1035,87022-83.1994.5.74.1057,Macedo,Fernanda Cassiano,Revisão Contratual,Direito do Consumidor,406810.12,13641.31,95931.25,0.0,Arquivado,Arquivado,2020-12-02,2023-09-14,2023-10-10,1042.0,Recurso Provido,Sra. Isabelly Câmara,Nascimento Siqueira S.A. Advogados,TJMG,Belo Horizonte,STF,RS,Recusandae quas reprehenderit veritatis quas.,"['2020-12-27: Excepturi unde eius alias nemo facere quasi ratione maiores debitis.', '2021-02-15: Fuga ullam adipisci ducimus quod officia reiciendis sint exercitationem.', '2021-05-16: Totam corporis velit eos blanditiis cumque quia.', '2021-07-29: Repudiandae eligendi ex provident sunt porro nemo debitis.', '2021-08-30: Consequuntur ipsam nihil soluta sapiente consequuntur corporis quisquam ea expedita.', '2021-11-02: Quidem dolorum tempore facere a neque iure dignissimos esse.']"
1036,76390-16.1996.2.73.6502,da Costa Castro S.A.,Josué Porto,Revisão Contratual,Direito Imobiliário,203078.07,11069.96,26007.94,0.0,Recurso Extraordinário,Ativo,2021-08-16,2022-07-25,,,,Sr. Caleb Garcia,Azevedo Advogados,STJ,São Paulo,STF,PB,Omnis repudiandae dolore maiores magnam. Culpa magnam consequatur a debitis ducimus.,"['2021-09-04: Odio quasi cum iure.', '2021-11-03: Voluptatum qui ex sint ducimus aspernatur omnis quis quasi.', '2021-12-03: Nesciunt nam illo impedit dolorum nulla necessitatibus vel.']"
1037,36824-47.2015.4.94.8529,Nunes S.A.,Barros e Filhos,Divórcio,Direito Previdenciário,357567.51,24821.69,80758.82,0.0,Arquivado,Arquivado,2023-01-20,2025-06-04,2025-05-19,850.0,Acordo Homologado,Heloísa Vargas,Rodrigues Duarte S/A Advogados,TJBA,São Paulo,1ª Instância,PE,Dicta corporis praesentium vero delectus. Praesentium quisquam doloribus non voluptatibus deserunt sunt nulla.,"['2023-02-19: Consequatur provident quo atque sint commodi sint.', '2023-05-15: Architecto eaque quas corrupti consequuntur.', '2023-06-15: Voluptate quas sit dolore accusamus ullam.', '2023-07-14: Quae quis modi atque animi quia omnis nihil omnis atque.', '2023-09-29: Harum omnis molestiae laboriosam corporis eligendi ullam.', '2023-12-16: Dolor nam itaque pariatur eligendi recusandae.', '2024-02-02: At doloribus facere nemo aut.', '2024-04-22: Vitae illum dolore voluptatum at.', '2024-07-03: Optio fuga cum voluptates voluptatibus laboriosam maiores porro explicabo.', '2024-08-23: Aperiam quis eos ipsum.', '2024-11-09: Quo ipsam officiis deleniti repellendus eligendi quaerat itaque.', '2025-01-20: Similique perspiciatis sit perferendis quis ullam commodi id sunt eveniet.', '2025-03-06: Nostrum dolorum ex dignissimos porro accusantium reprehenderit eaque.', '2025-05-07: Atque vitae excepturi ex ab culpa ipsa.', '2025-06-04: Eligendi ea error accusamus vitae ipsa.', '2025-06-04: Ullam totam nostrum voluptates inventore officiis reiciendis in atque.', '2025-06-04: Molestias a tempora velit ea sit ex reprehenderit ipsam.', '2025-06-04: Mollitia corrupti tempore inventore accusamus cumque ad amet error harum commodi.', '2025-06-04: Fugit ab id esse voluptatem sed.', '2025-06-04: Blanditiis ea impedit ratione rem voluptas.', '2025-06-04: Voluptate quaerat quas quisquam incidunt explicabo quaerat in illo enim.', '2025-06-04: Veniam explicabo velit exercitationem autem occaecati veritatis quod pariatur quo.']"
1038,89221-74.2020.2.23.6745,Santos e Filhos,Ana Cecília Sá,Execução,Direito do Trabalho,426359.97,38760.46,90376.03,73008.76,Arquivado,Arquivado,2021-11-30,2024-04-24,2025-05-16,1263.0,Acordo Homologado,Heloísa Vargas,Andrade Dias - ME Advogados,TRF1,Florianópolis,STF,GO,Modi voluptatibus quae eveniet. Labore exercitationem reiciendis quidem velit odio.,"['2022-01-14: Quae in est unde inventore.', '2022-02-02: Asperiores similique blanditiis odit laboriosam nobis aliquam praesentium aliquid.', '2022-03-16: Unde voluptatibus eaque quibusdam necessitatibus eveniet non.', '2022-04-09: Ad eum impedit earum necessitatibus tempora aliquid unde reprehenderit esse.', '2022-05-25: Inventore iste repellat aspernatur sapiente laboriosam quo illum.', '2022-08-19: Provident quos ipsam eius assumenda.', '2022-11-03: Rerum magni impedit aliquid aut ducimus.', '2023-01-28: Debitis ex suscipit officia nisi voluptate aspernatur in porro vel.', '2023-03-11: Laboriosam voluptate reiciendis voluptate aliquam occaecati nihil similique ad.', '2023-03-31: Laboriosam atque vitae ullam tenetur.', '2023-05-26: Sit labore fugit ducimus dignissimos.', '2023-07-30: Eaque magnam sunt deleniti.', '2023-10-20: Libero repellendus architecto placeat saepe repellendus ea.', '2023-11-20: Ad occaecati quidem odio veritatis aut ex ipsum animi animi.', '2024-02-08: Esse minima vitae totam repudiandae inventore.', '2024-04-24: Quisquam veniam quisquam ad non aperiam cupiditate recusandae quis corporis.']"
1039,59009-29.2005.6.43.3915,Maria Luísa Pinto,Leão Gomes - EI,Conhecimento,Direito Civil,254327.54,20495.06,41126.32,199289.76,Encerrado,Encerrado,2020-12-01,2023-11-07,2022-10-16,684.0,Extinto com Resolução de Mérito,Ana Beatriz Alves,Souza Novais - EI Advogados,TJRS,Vitória,TST,PE,Quam esse repudiandae temporibus sed nobis ducimus. Laboriosam suscipit illum.,"['2021-01-14: Voluptatum hic asperiores repellat error cumque sint ipsam at.', '2021-04-12: Minima neque rerum autem ad.', '2021-05-18: Neque nemo atque eius nam.', '2021-06-18: Harum voluptatum eum ipsum dolor culpa rem.', '2021-07-20: Suscipit commodi ipsum eos aspernatur distinctio consectetur error nemo rem.', '2021-10-17: Beatae sed tenetur aliquid est eaque numquam dolor amet.', '2021-11-29: Eaque maxime quibusdam ducimus quo.', '2021-12-24: Aliquid dicta dignissimos deleniti temporibus quia dicta at aliquid vitae.', '2022-03-05: Ducimus reiciendis deserunt vel sunt vero maxime eaque cum.', '2022-05-17: Perspiciatis impedit consequatur saepe nesciunt facere numquam nobis consequatur voluptatibus.', '2022-08-05: Voluptas consequatur repudiandae eum ea beatae quasi qui eos reiciendis.', '2022-10-14: Qui expedita quam perferendis fuga quia architecto.', '2022-12-10: Quasi quibusdam atque voluptas fugiat architecto eos fugiat.', '2022-12-26: Illum voluptatem voluptatibus quibusdam nemo aspernatur perferendis error repellat delectus.', '2023-02-10: Id iure necessitatibus veniam aperiam cum earum consequatur vitae aperiam.', '2023-05-08: Molestiae quidem neque ullam hic.', '2023-06-27: Cumque molestias velit repellat quaerat cupiditate.', '2023-09-06: Fugiat qui sed voluptatibus esse.', '2023-11-07: Tempore repellat possimus sequi minima blanditiis saepe.']"
1040,94432-82.1993.6.42.8902,Srta. Maria Helena Mendes,Silva Ltda.,Inventário,Direito do Consumidor,75089.94,2070.64,8287.07,28518.69,Contestação,Ativo,2020-10-24,2024-09-06,,,,Brayan Pereira,Souza Novais - EI Advogados,TRF2,Recife,STJ,DF,Placeat quos est temporibus nisi. Quibusdam aspernatur et asperiores qui.,"['2021-01-10: Nobis sunt minus repellendus harum fugiat ipsa officiis suscipit aliquam.', '2021-03-11: Et explicabo quod nisi ut fugiat optio laboriosam.', '2021-03-30: Dolore dolor quo et nemo voluptatibus molestias fugit.', '2021-06-28: Quidem pariatur nemo inventore occaecati dicta quae quam.', '2021-07-31: Ad at architecto excepturi.', '2021-10-12: Fugiat sed laborum magnam labore quae libero vero.']"
1041,30699-06.2007.9.05.4081,Alexandre Farias,Evelyn Silva,Recuperação Judicial,Direito Ambiental,197882.06,17953.15,24836.87,0.0,Arquivado,Arquivado,2021-07-01,2024-07-05,2021-10-08,99.0,Recurso Improvido,Julia Aparecida,Nunes Silva Ltda. Advogados,STJ,Belo Horizonte,TST,GO,Reprehenderit laborum natus est harum non alias.,"['2021-08-26: Sint vitae autem aliquid nisi enim corrupti quam.', '2021-09-12: Laborum dolorum reprehenderit rerum consectetur.', '2021-11-17: Cupiditate illo omnis vero assumenda iste excepturi odio placeat.', '2022-02-13: Ullam modi repellendus accusamus.', '2022-04-03: Alias ex aliquid delectus inventore dolorum doloribus deleniti.', '2022-05-17: Rerum excepturi excepturi accusantium quas saepe.', '2022-08-14: Tempora soluta eos pariatur nulla.', '2022-10-02: Officiis non est nobis omnis optio est.', '2022-11-20: Perferendis nam tenetur amet dolore at officiis repudiandae cupiditate aspernatur.', '2022-12-18: Atque eum id perspiciatis vero aut illum nostrum suscipit debitis.', '2023-01-09: Optio eligendi tempora adipisci voluptate voluptas dolore quo sint nostrum.', '2023-02-01: Harum error dolor totam nostrum ullam est.', '2023-02-18: Repellat rem modi itaque placeat perspiciatis.', '2023-04-12: Ducimus suscipit dolores praesentium quisquam officiis.', '2023-05-15: Neque quas ipsam asperiores.']"
1042,73803-99.2020.5.80.4161,Cauã Carvalho,Isaac Guerra,Usucapião,Direito Tributário,71932.6,6214.81,9576.52,0.0,Saneamento,Ativo,2024-06-16,2025-06-04,,,,Dra. Aurora Pastor,Nascimento Siqueira S.A. Advogados,TRF3,Goiânia,TST,SP,Iure iure minima hic facere.,"['2024-09-14: Nesciunt error atque quod culpa.', '2024-10-30: Nulla mollitia neque unde tempora impedit optio porro.', '2024-12-31: Neque recusandae placeat fugit amet error doloribus.', '2025-03-13: Officia in suscipit eaque tenetur accusamus.', '2025-05-08: Maiores iure explicabo officiis soluta amet.', '2025-06-04: Est possimus iure inventore occaecati dolorum beatae.', '2025-06-04: Iure harum accusantium maxime error minima quo.', '2025-06-04: Maxime molestiae numquam esse nostrum adipisci officiis officiis nesciunt corporis nam.', '2025-06-04: Ad iusto ut repudiandae odit distinctio quibusdam.', '2025-06-04: Veritatis officiis sed voluptate delectus dolorem eligendi dolore eius.', '2025-06-04: Provident fuga hic odio quis quasi quod consectetur minus expedita minima.', '2025-06-04: Minima dignissimos laudantium beatae eaque eos.', '2025-06-04: Asperiores voluptatum cumque sapiente facere eligendi aliquid rerum quam minima.']"
1043,75468-04.2002.5.59.7052,Daniel Barbosa,Rafael Abreu,Revisão Contratual,Direito do Trabalho,832337.59,47281.12,110904.96,690528.99,Saneamento,Ativo,2022-05-02,2024-04-01,,,,Luiz Henrique Ferreira,Azevedo Advogados,TRF5,Brasília,2ª Instância,MA,Harum autem natus similique quia necessitatibus ex.,"['2022-06-18: Ducimus quibusdam quaerat ad sapiente inventore ducimus.', '2022-08-21: Modi praesentium culpa vel autem repellat repellendus at qui.', '2022-09-26: Nihil amet facere tempora illo.', '2022-10-29: Expedita vitae pariatur provident exercitationem quas voluptates hic inventore.', '2022-12-14: Enim neque accusamus quae similique veritatis.', '2023-03-11: Quidem libero enim suscipit aperiam optio nihil.', '2023-05-01: Repellendus veritatis impedit modi unde inventore ducimus praesentium.', '2023-05-16: Repudiandae ullam quisquam veritatis perferendis labore ratione autem esse deleniti.', '2023-08-01: Doloribus inventore deserunt dolores enim voluptatum natus ad asperiores.', '2023-08-26: Tempora officia harum nesciunt praesentium beatae magni.', '2023-11-05: Amet ad ipsam et aut quis soluta.', '2023-12-21: Dolor modi fuga occaecati ducimus rerum placeat voluptatem veniam.']"
1044,97347-37.2004.5.50.7275,Montenegro Caldeira e Filhos,Vitória Novais,Ação Civil Pública,Direito Administrativo,791618.25,110579.01,195574.44,445263.0,Suspenso,Suspenso,2023-07-10,2024-08-14,,,,Sra. Zoe Campos,Nascimento Siqueira S.A. Advogados,TRF1,Brasília,1ª Instância,SP,Ipsum dignissimos labore eos consequuntur id quae dolorem. Assumenda perferendis itaque possimus debitis impedit.,"['2023-09-06: Iure consequatur aspernatur dicta unde.', '2023-10-08: Mollitia quaerat voluptates dolorum doloribus.', '2023-11-01: Eligendi non illo non incidunt culpa blanditiis quos ab minus.', '2023-12-19: Explicabo beatae perspiciatis a excepturi nostrum.']"
1045,92890-97.1995.3.01.3792,Caroline Silveira,Ribeiro,Revisão Contratual,Direito do Trabalho,42563.55,4044.91,7784.51,29179.26,Suspenso,Suspenso,2023-03-03,2023-10-06,,,,Sra. Zoe Campos,Nunes Silva Ltda. Advogados,TJDF,Rio de Janeiro,STF,PI,Reiciendis alias voluptas commodi eveniet nesciunt.,"['2023-04-14: Impedit beatae quo possimus explicabo.', '2023-05-24: Maiores quam quaerat cumque fugit delectus temporibus dolores.', '2023-08-02: Soluta expedita fuga dolorum fuga dicta illo sequi.', '2023-10-06: Libero rerum cumque possimus eos modi aspernatur quod recusandae.']"
1046,57140-93.1990.3.67.6579,Sra. Sabrina Guerra,Fernanda Cassiano,Ação Civil Pública,Direito de Família,613011.6,63371.66,97935.26,406495.28,Encerrado,Encerrado,2024-02-01,2025-06-04,2025-05-09,463.0,Extinto sem Resolução de Mérito,Maria Clara Castro,Nunes Silva Ltda. Advogados,TRT2,Rio de Janeiro,STF,RO,Illo perspiciatis illo cupiditate. Repudiandae hic incidunt quas iure sapiente voluptas laboriosam.,"['2024-03-08: Placeat rerum nostrum fuga necessitatibus in quibusdam voluptatibus occaecati similique.', '2024-04-02: Soluta eum deleniti ipsam ipsam consequatur cupiditate molestiae tenetur odio error.', '2024-06-30: Aperiam magnam ad fugiat maiores laboriosam harum expedita aliquid.', '2024-07-29: Fuga similique velit laudantium eos perspiciatis.', '2024-08-26: Eligendi dolor quasi quisquam.', '2024-10-16: Officiis iure dolor at aut voluptas nostrum.', '2024-11-20: Mollitia voluptate qui architecto placeat.', '2025-02-16: Ab tempora soluta cumque saepe similique.', '2025-05-16: Cumque maiores reprehenderit sequi optio veniam ducimus dolorem nobis veniam similique.', '2025-06-04: Quo placeat eius eius possimus hic laborum mollitia.']"
1047,76031-14.2008.2.37.1112,da Mota,Mendonça,Cautelar,Direito Penal,121876.12,15802.57,9843.6,0.0,Encerrado,Encerrado,2024-04-24,2025-06-04,2025-05-12,383.0,Procedente,Eduardo Cunha,Rezende Monteiro - ME Advogados,TRT3,Campinas,2ª Instância,RJ,Natus provident cum ad. Libero quis esse cupiditate consectetur sint.,"['2024-06-16: Eius perferendis deleniti iusto id accusamus beatae facilis quaerat quisquam.', '2024-07-06: Cumque quam deserunt impedit.', '2024-08-09: Eos molestiae deleniti perferendis nihil perspiciatis neque officia.', '2024-08-30: Aliquid nesciunt ipsa mollitia aperiam distinctio praesentium.', '2024-11-17: Eveniet sapiente accusamus adipisci vel.', '2025-01-09: Optio saepe occaecati eius.', '2025-03-04: Quod praesentium quam quos amet porro ex officiis culpa dicta.', '2025-05-13: Eos vero esse dolores rem laudantium aperiam aut.', '2025-06-04: Placeat eos molestias recusandae minima at culpa doloremque.', '2025-06-04: Consequatur eveniet facilis iste id.', '2025-06-04: Possimus repellat dolores ipsam veritatis laboriosam tempore amet id.', '2025-06-04: Inventore cupiditate mollitia ipsam optio ipsa quam nisi.', '2025-06-04: Dolor facere vero nemo occaecati suscipit.', '2025-06-04: Nostrum eveniet quaerat nisi exercitationem rerum architecto natus provident quaerat velit.', '2025-06-04: Alias at eaque sit esse iusto aspernatur quos officiis dolore.', '2025-06-04: Dicta aperiam minus enim minima enim mollitia fugit doloremque.', '2025-06-04: Totam natus architecto a iste molestiae quasi molestias laborum quibusdam.', '2025-06-04: Veniam eos aut facilis incidunt ipsa culpa.', '2025-06-04: Consequuntur itaque architecto occaecati id debitis.']"
1048,70732-23.1997.4.85.7317,Vieira,Anna Liz Carvalho,Ação Civil Pública,Direito Imobiliário,996147.91,144773.05,79598.87,621302.58,Contestação,Ativo,2023-06-14,2023-12-27,,,,Dra. Aurora Pastor,Rezende Monteiro - ME Advogados,TJPR,Curitiba,TST,AP,Vel porro distinctio consequuntur fugit exercitationem. Reiciendis tempora doloribus.,['2023-09-03: Aspernatur officiis dolore nulla.']
1049,51241-17.2003.2.46.7596,Correia Leão e Filhos,Bernardo Vasconcelos,Conhecimento,Direito Empresarial,126258.87,16842.57,0.0,0.0,Arquivado,Arquivado,2025-01-07,2025-06-04,2025-05-22,135.0,Recurso Provido,André Teixeira,Rodrigues Duarte S/A Advogados,TRT2,Curitiba,1ª Instância,SC,Velit illo soluta iusto voluptatibus quam inventore. Quo vitae voluptatibus dicta repellendus.,"['2025-02-22: Tempora ipsam quos amet officiis suscipit sint officiis blanditiis.', '2025-03-29: Et nihil recusandae natus ipsam.', '2025-04-14: Esse amet quam temporibus nihil nostrum vitae nulla.', '2025-05-16: Placeat cupiditate voluptates cumque eligendi beatae eligendi exercitationem atque consequuntur.', '2025-06-04: Voluptatibus molestiae perspiciatis laboriosam consectetur est distinctio similique veniam.', '2025-06-04: Fugit consectetur nulla sequi illum inventore sed assumenda tempore optio nemo.', '2025-06-04: Modi tempore rerum praesentium saepe nisi ut culpa aperiam.', '2025-06-04: Suscipit rem vero debitis iusto.', '2025-06-04: Suscipit earum ut occaecati aut cumque incidunt.', '2025-06-04: Suscipit eum quisquam cupiditate quibusdam aut.', '2025-06-04: Delectus itaque praesentium nesciunt possimus quo qui praesentium eligendi quos.', '2025-06-04: Eaque deleniti labore maxime itaque consequatur.', '2025-06-04: Veniam eveniet quas ratione doloribus velit dolor ea neque quos ullam.', '2025-06-04: Laborum id placeat ex expedita vel maiores consequatur eum recusandae.', '2025-06-04: Vero aperiam unde sunt nisi nobis quas.', '2025-06-04: Nostrum velit optio suscipit molestiae commodi illo ab similique.', '2025-06-04: Quisquam sint sequi eaque laborum assumenda asperiores.', '2025-06-04: Provident nesciunt rem explicabo quia vero dicta delectus.', '2025-06-04: Sed praesentium placeat enim reiciendis ipsa adipisci aspernatur.', '2025-06-04: Cupiditate recusandae sequi voluptates debitis delectus cupiditate.', '2025-06-04: Atque dolorum earum iste in.', '2025-06-04: Nisi nihil aspernatur pariatur ducimus neque cupiditate dignissimos eveniet praesentium quae.', '2025-06-04: Qui molestiae delectus odio quo iure voluptates.', '2025-06-04: Ipsum eos quibusdam maxime facilis impedit inventore.', '2025-06-04: Rem sit nam reprehenderit ex distinctio corporis explicabo.']"
1050,71573-38.1993.9.90.9179,Julia Andrade,Câmara Azevedo Ltda.,Monitória,Direito Civil,688461.05,8857.04,0.0,554882.94,Suspenso,Suspenso,2022-12-30,2024-09-09,,,,Julia Aparecida,Nunes Silva Ltda. Advogados,TRF5,Vitória,STJ,TO,Nam laudantium quos odio. Architecto officia saepe accusantium occaecati animi eos.,"['2023-03-18: Cumque atque dolore magni repellat aspernatur neque corrupti minima adipisci.', '2023-04-20: Magnam recusandae quas facere aliquam soluta laboriosam praesentium odit.', '2023-06-10: Architecto odit voluptatem facere temporibus maxime culpa iste.', '2023-08-23: Minus nulla cupiditate adipisci beatae recusandae repudiandae.', '2023-09-24: Ratione corrupti amet est hic totam ut enim.', '2023-11-22: Est distinctio iusto vitae aspernatur laborum fugit voluptatem quisquam.', '2024-01-11: Libero adipisci quisquam sed iste animi laudantium dolorem quia doloremque.', '2024-02-18: Quae culpa provident ea occaecati impedit expedita labore recusandae.', '2024-04-28: Officia sit ad quam sapiente.', '2024-06-26: Nam assumenda rem minima distinctio.', '2024-08-17: Eveniet optio reiciendis fugiat dignissimos deleniti quasi iste cum facilis.', '2024-09-09: Quas ullam adipisci accusantium hic dolore odio ab perferendis assumenda.']"
1051,67261-95.2024.4.76.3914,Julia Andrade,Viana,Falência,Direito Empresarial,555995.54,13608.4,116207.02,140433.06,Arquivado,Arquivado,2022-10-04,2025-06-04,2025-05-28,967.0,Parcialmente Procedente,Bernardo Aparecida,Carvalho Advogados,TJSC,Florianópolis,2ª Instância,ES,Velit reiciendis dolorum aliquid corrupti sed.,"['2022-12-28: At dolore aliquid necessitatibus suscipit blanditiis repellat.', '2023-03-07: Eum sit tempora magnam iusto eius esse.', '2023-05-27: Commodi repellat dolorum veritatis quam sapiente quaerat ea consectetur maiores.', '2023-06-13: Sunt quasi cumque ut veniam accusamus quam.', '2023-08-28: Odio suscipit consequatur incidunt vel.', '2023-09-17: Temporibus similique incidunt quos eveniet fuga in quam.', '2023-11-06: Cupiditate asperiores quo tempora cum odit praesentium magnam debitis vel.', '2023-12-14: Assumenda animi eos quas ab eos maiores pariatur asperiores nihil.', '2024-01-27: Eius ex maiores qui similique iusto est.', '2024-03-27: Possimus nobis autem quia aspernatur.', '2024-06-08: Occaecati dolorem maxime id voluptates sint repellat similique dolores soluta.', '2024-07-22: Cupiditate dignissimos expedita tenetur error vitae aspernatur laborum.', '2024-08-16: Laboriosam distinctio eveniet quibusdam dolorum asperiores quos.', '2024-11-05: Cum ipsum expedita dignissimos atque explicabo delectus quasi at modi.', '2025-01-06: At molestias sequi cupiditate corporis nemo fugit iusto est impedit.', '2025-04-05: Alias culpa atque reiciendis deserunt veniam veniam ipsum animi perspiciatis.', '2025-05-20: Enim sapiente doloribus illum dolores quas debitis sit.', '2025-06-04: Quo voluptatum officiis dicta dolorum animi molestias itaque tenetur quis.', '2025-06-04: Voluptatem consequatur aliquid corporis laboriosam.']"
1052,65886-87.2001.2.84.4132,Anthony Marques,Dra. Raquel Cassiano,Ação Popular,Direito do Consumidor,4293.22,331.13,694.29,0.0,Suspenso,Suspenso,2024-05-26,2025-06-04,,,,Dr. Gustavo Henrique Rios,Nascimento Siqueira S.A. Advogados,TJBA,São Paulo,STF,RO,Impedit sit perferendis a. Eius perspiciatis reiciendis.,"['2024-08-22: Inventore assumenda eligendi ducimus est.', '2024-10-27: Eveniet officiis quasi accusantium fuga voluptatum temporibus accusamus placeat rerum perferendis.', '2024-12-06: Similique voluptate repudiandae illo magnam cumque provident voluptate alias.', '2025-02-03: Soluta in possimus deserunt facilis amet saepe accusamus.', '2025-04-17: Error illo natus voluptates labore corrupti eligendi eaque debitis.', '2025-06-04: Ducimus hic quod nesciunt ipsum assumenda voluptatibus.', '2025-06-04: Laborum amet blanditiis id itaque reiciendis omnis explicabo tempora deserunt.', '2025-06-04: Vitae velit vel nulla quibusdam eveniet sapiente.', '2025-06-04: At nulla blanditiis nisi suscipit nobis.', '2025-06-04: At doloribus excepturi explicabo suscipit architecto architecto incidunt porro ipsum quae.', '2025-06-04: Laboriosam ipsum doloremque totam id magnam beatae.']"
1053,41153-69.1990.6.75.6872,Teixeira,Dra. Nicole Aragão,Falência,Direito Administrativo,900324.51,82449.79,80334.96,0.0,Encerrado,Encerrado,2021-08-20,2025-01-26,2025-06-02,1382.0,Extinto com Resolução de Mérito,Luiz Miguel Oliveira,Azevedo Advogados,TJBA,Curitiba,2ª Instância,CE,Doloribus placeat at asperiores optio. Labore quia aliquam.,"['2021-10-18: Animi tempora libero porro tenetur.', '2021-12-09: Excepturi molestias voluptates eveniet amet saepe doloremque reiciendis repudiandae consequatur.', '2022-01-05: Accusantium aliquid aliquam modi ipsa.', '2022-04-04: Architecto optio impedit pariatur laudantium eos dolorum dignissimos sunt.', '2022-06-10: Dolorum eveniet quasi animi deserunt saepe facilis atque.', '2022-07-21: Dolorum ut alias explicabo ad ducimus.', '2022-09-19: Voluptatibus illum ipsum quis sequi placeat aperiam.']"
1054,24383-95.1996.1.77.7729,Gomes - EI,Letícia Marques,Ação Civil Pública,Direito do Trabalho,356126.24,33745.41,0.0,44284.58,Recurso de Apelação,Ativo,2021-01-09,2022-05-11,,,,Mateus da Mota,Andrade Dias - ME Advogados,STJ,Porto Alegre,STF,SE,Odio alias fugit sequi maiores. Natus doloremque deserunt expedita.,"['2021-02-11: At nam in consectetur totam quae fugiat.', '2021-03-16: Omnis ipsum dolore dolorum.', '2021-04-30: Et doloremque ducimus iusto fugit harum sed velit perspiciatis repudiandae.', '2021-06-17: Maxime esse delectus illo amet eius consequuntur delectus hic.', '2021-07-19: Nihil neque officia similique ipsam explicabo numquam.', '2021-09-25: Neque nesciunt assumenda odit voluptas ullam provident praesentium debitis quos.', '2021-12-11: Accusamus soluta sed libero in illum corporis quas explicabo.', '2022-02-28: Eligendi incidunt vero inventore doloribus quos rem aliquid vero velit.']"
1055,71095-05.2002.3.28.9929,da Luz Moura - EI,Pastor - EI,Divórcio,Direito do Trabalho,725754.34,83473.61,161221.88,503222.72,Suspenso,Suspenso,2022-06-24,2023-02-25,,,,Julia Aparecida,Martins Garcia Ltda. Advogados,TRT1,Goiânia,TST,RO,Officia incidunt occaecati consequuntur.,"['2022-07-29: Rerum quas voluptate ex occaecati eum porro laborum laudantium sit.', '2022-10-08: Molestiae ab dolorem fugiat id dignissimos minus voluptates.']"
1056,51572-74.2017.4.97.9159,Barbosa Macedo - EI,Teixeira,Monitória,Direito Administrativo,504364.73,16480.8,107572.05,0.0,Suspenso,Suspenso,2021-02-05,2022-07-30,,,,Heloísa Vargas,Andrade Dias - ME Advogados,TJRJ,Rio de Janeiro,1ª Instância,PR,Neque soluta fugit quas magni reiciendis iste cum.,"['2021-02-23: Vero dolorum nam dolorem est magnam magnam laborum.', '2021-03-13: Quidem ipsum aliquid dicta sit deleniti.', '2021-04-27: Possimus aspernatur expedita iusto tempora doloribus laborum similique iure cupiditate.', '2021-07-19: Nam magni non illo occaecati quam.', '2021-08-15: Libero explicabo deleniti repellat nulla.', '2021-11-03: Dignissimos voluptas accusamus vel mollitia hic modi consequatur.', '2021-11-20: Fugit non quisquam magnam sed ratione dolorem neque magnam.', '2022-01-05: Aliquam itaque tenetur earum laboriosam rem.', '2022-03-14: Ad reiciendis dolore repudiandae cum doloremque quae soluta.', '2022-05-06: Nam accusamus ullam voluptatum explicabo temporibus maxime maiores.', '2022-07-30: Doloremque natus iusto magni nam autem nam iste.']"
1057,58788-91.1995.1.06.3113,Fernanda Cassiano,da Cunha Aparecida e Filhos,Conhecimento,Direito Administrativo,46495.63,3835.49,0.0,28247.3,Arquivado,Arquivado,2024-01-20,2025-02-13,2025-05-20,486.0,Acordo Homologado,Cauã Rocha,Azevedo Advogados,TJSP,Fortaleza,1ª Instância,PB,Qui ipsum harum aliquid beatae numquam iusto ullam.,"['2024-03-11: Vitae aperiam libero ea dolor saepe reiciendis culpa.', '2024-06-06: Voluptatem nihil aperiam rerum laboriosam voluptatum.', '2024-09-02: Ullam dolorum tenetur quae fuga repudiandae porro facere ea autem.', '2024-11-17: Autem illo nisi laborum tenetur quae aliquid a odit explicabo quam.', '2024-12-03: Dignissimos blanditiis tempore necessitatibus iste velit adipisci corporis eius laudantium.', '2025-01-13: Nostrum aliquam voluptates eius cum aperiam hic.', '2025-02-13: Deserunt facilis occaecati doloribus nostrum adipisci saepe pariatur tempora assumenda.']"
